order_id,order_date,order_time,customer_id
79,1/2/2015,12:29:11,CUST254
80,1/2/2015,12:35:38,CUST037
81,1/2/2015,12:40:01,CUST173
82,1/2/2015,12:45:51,CUST224
83,1/2/2015,12:53:27,CUST145
84,1/2/2015,13:13:41,CUST115
85,1/2/2015,13:34:49,CUST280
86,1/2/2015,13:40:31,CUST108
87,1/2/2015,14:01:02,CUST268
88,1/2/2015,14:10:08,CUST234
89,1/2/2015,14:30:19,CUST224
90,1/2/2015,15:08:48,CUST072
91,1/2/2015,15:14:43,CUST027
92,1/2/2015,15:17:02,CUST172
93,1/2/2015,15:29:31,CUST065
94,1/2/2015,16:17:16,CUST293
95,1/2/2015,16:18:04,CUST209
96,1/2/2015,16:21:20,CUST254
97,1/2/2015,16:45:33,CUST039
98,1/2/2015,17:18:18,CUST211
99,1/2/2015,17:45:42,CUST129
100,1/2/2015,17:46:17,CUST012
101,1/2/2015,17:51:33,CUST071
102,1/2/2015,17:54:04,CUST007
103,1/2/2015,18:02:09,CUST061
104,1/2/2015,18:02:12,CUST052
105,1/2/2015,18:12:01,CUST074
106,1/2/2015,18:12:13,CUST293
107,1/2/2015,18:25:09,CUST291
108,1/2/2015,18:25:25,CUST175
109,1/2/2015,18:27:50,CUST176
110,1/2/2015,18:36:19,CUST170
111,1/2/2015,18:38:01,CUST056
112,1/2/2015,18:41:40,CUST065
113,1/2/2015,18:50:21,CUST238
114,1/2/2015,18:59:32,CUST272
115,1/2/2015,19:05:17,CUST127
116,1/2/2015,19:18:49,CUST137
117,1/2/2015,19:23:02,CUST137
118,1/2/2015,19:26:59,CUST283
119,1/2/2015,19:32:29,CUST157
120,1/2/2015,19:35:07,CUST203
121,1/2/2015,19:38:48,CUST213
122,1/2/2015,19:50:19,CUST145
123,1/2/2015,20:12:09,CUST109
124,1/2/2015,20:12:34,CUST116
125,1/2/2015,20:31:06,CUST274
126,1/2/2015,20:53:42,CUST136
127,1/2/2015,20:58:23,CUST270
128,1/2/2015,21:05:06,CUST031
129,1/2/2015,21:13:02,CUST017
130,1/2/2015,21:14:55,CUST080
131,1/2/2015,21:33:10,CUST215
132,1/2/2015,21:42:45,CUST288
133,1/2/2015,22:00:17,CUST188
134,1/2/2015,22:13:24,CUST011
135,1/2/2015,22:29:34,CUST222
136,1/2/2015,22:32:49,CUST023
137,1/3/2015,11:34:10,CUST220
138,1/3/2015,11:44:50,CUST061
139,1/3/2015,11:57:39,CUST160
140,1/3/2015,12:26:44,CUST298
141,1/3/2015,13:16:01,CUST042
142,1/3/2015,13:33:59,CUST206
143,1/3/2015,13:41:36,CUST190
144,1/3/2015,13:44:28,CUST209
145,1/3/2015,13:53:48,CUST018
146,1/3/2015,14:22:10,CUST100
147,1/3/2015,14:32:51,CUST120
148,1/3/2015,14:40:42,CUST069
149,1/3/2015,14:48:45,CUST284
150,1/3/2015,14:49:58,CUST111
151,1/3/2015,15:09:34,CUST167
152,1/3/2015,15:09:42,CUST206
153,1/3/2015,15:16:34,CUST007
154,1/3/2015,15:22:43,CUST117
155,1/3/2015,15:28:59,CUST076
156,1/3/2015,15:42:19,CUST010
157,1/3/2015,15:43:03,CUST150
158,1/3/2015,15:54:30,CUST107
159,1/3/2015,15:59:22,CUST059
160,1/3/2015,16:35:33,CUST214
161,1/3/2015,16:43:46,CUST002
162,1/3/2015,16:51:22,CUST044
163,1/3/2015,16:54:54,CUST289
164,1/3/2015,16:56:33,CUST165
165,1/3/2015,16:57:37,CUST119
166,1/3/2015,16:58:51,CUST096
167,1/3/2015,17:00:49,CUST180
168,1/3/2015,17:02:27,CUST117
169,1/3/2015,17:15:48,CUST239
170,1/3/2015,17:21:31,CUST239
171,1/3/2015,17:23:03,CUST244
172,1/3/2015,17:29:24,CUST085
173,1/3/2015,17:35:30,CUST232
174,1/3/2015,17:37:49,CUST254
175,1/3/2015,17:50:51,CUST083
176,1/3/2015,17:51:57,CUST052
177,1/3/2015,17:54:36,CUST055
178,1/3/2015,18:15:03,CUST165
179,1/3/2015,18:20:14,CUST170
180,1/3/2015,18:33:34,CUST183
181,1/3/2015,18:49:32,CUST194
182,1/3/2015,18:50:10,CUST027
183,1/3/2015,18:54:55,CUST205
184,1/3/2015,18:59:05,CUST114
185,1/3/2015,19:08:33,CUST022
186,1/3/2015,19:36:00,CUST221
187,1/3/2015,19:37:12,CUST129
188,1/3/2015,20:08:39,CUST158
189,1/3/2015,20:12:14,CUST253
190,1/3/2015,20:14:23,CUST042
191,1/3/2015,20:24:50,CUST112
192,1/3/2015,20:30:08,CUST192
193,1/3/2015,20:55:47,CUST291
194,1/3/2015,21:21:24,CUST040
195,1/3/2015,21:25:20,CUST086
196,1/3/2015,21:40:14,CUST231
197,1/3/2015,21:47:48,CUST111
198,1/3/2015,21:55:42,CUST257
199,1/3/2015,22:10:38,CUST288
200,1/3/2015,22:24:05,CUST173
201,1/3/2015,22:29:59,CUST226
202,1/3/2015,22:50:29,CUST299
203,1/4/2015,11:30:48,CUST114
204,1/4/2015,11:36:25,CUST208
205,1/4/2015,11:43:54,CUST057
206,1/4/2015,11:45:10,CUST234
207,1/4/2015,12:03:58,CUST058
208,1/4/2015,12:12:05,CUST216
209,1/4/2015,12:29:17,CUST015
210,1/4/2015,12:34:13,CUST191
211,1/4/2015,12:54:20,CUST006
212,1/4/2015,13:16:03,CUST076
213,1/4/2015,13:20:39,CUST152
214,1/4/2015,13:39:16,CUST196
215,1/4/2015,13:44:49,CUST087
216,1/4/2015,14:31:56,CUST146
217,1/4/2015,14:35:03,CUST164
218,1/4/2015,14:35:11,CUST050
219,1/4/2015,14:42:01,CUST176
220,1/4/2015,15:31:59,CUST173
221,1/4/2015,15:33:18,CUST240
222,1/4/2015,15:46:38,CUST148
223,1/4/2015,16:08:20,CUST126
224,1/4/2015,16:39:58,CUST051
225,1/4/2015,16:41:48,CUST271
226,1/4/2015,16:59:39,CUST209
227,1/4/2015,17:24:39,CUST114
228,1/4/2015,17:31:24,CUST122
229,1/4/2015,17:37:57,CUST161
230,1/4/2015,17:58:38,CUST176
231,1/4/2015,18:04:18,CUST064
232,1/4/2015,18:21:59,CUST224
233,1/4/2015,18:26:51,CUST188
234,1/4/2015,18:36:09,CUST254
235,1/4/2015,18:51:30,CUST151
236,1/4/2015,19:21:04,CUST090
237,1/4/2015,19:27:48,CUST065
238,1/4/2015,19:45:15,CUST049
239,1/4/2015,19:57:52,CUST046
240,1/4/2015,20:10:24,CUST271
241,1/4/2015,20:11:25,CUST230
242,1/4/2015,20:15:29,CUST254
243,1/4/2015,20:26:17,CUST175
244,1/4/2015,20:26:22,CUST002
245,1/4/2015,20:28:41,CUST016
246,1/4/2015,20:30:48,CUST022
247,1/4/2015,20:55:29,CUST156
248,1/4/2015,20:58:19,CUST142
249,1/4/2015,21:06:16,CUST239
250,1/4/2015,21:07:05,CUST270
251,1/4/2015,21:10:05,CUST108
252,1/4/2015,22:13:15,CUST234
253,1/4/2015,22:16:18,CUST050
254,1/4/2015,22:22:13,CUST249
255,1/5/2015,11:23:35,CUST119
256,1/5/2015,11:56:06,CUST163
257,1/5/2015,11:59:04,CUST233
258,1/5/2015,11:59:23,CUST099
259,1/5/2015,12:04:25,CUST200
260,1/5/2015,12:06:27,CUST007
261,1/5/2015,12:38:29,CUST299
262,1/5/2015,12:42:01,CUST212
263,1/5/2015,12:57:22,CUST216
264,1/5/2015,13:03:59,CUST219
265,1/5/2015,13:04:42,CUST195
266,1/5/2015,13:09:29,CUST005
267,1/5/2015,13:37:50,CUST101
268,1/5/2015,13:40:46,CUST038
269,1/5/2015,13:49:34,CUST012
270,1/5/2015,14:09:02,CUST086
271,1/5/2015,14:22:19,CUST016
272,1/5/2015,14:24:05,CUST186
273,1/5/2015,14:28:00,CUST209
274,1/5/2015,14:36:33,CUST020
275,1/5/2015,14:38:14,CUST045
276,1/5/2015,15:18:18,CUST146
277,1/5/2015,15:41:50,CUST172
278,1/5/2015,15:49:21,CUST200
279,1/5/2015,16:07:03,CUST181
280,1/5/2015,16:20:23,CUST049
281,1/5/2015,16:33:48,CUST282
282,1/5/2015,16:49:38,CUST245
283,1/5/2015,16:51:43,CUST078
284,1/5/2015,16:58:16,CUST271
285,1/5/2015,16:58:38,CUST062
286,1/5/2015,17:01:23,CUST256
287,1/5/2015,17:30:09,CUST109
288,1/5/2015,17:32:44,CUST085
289,1/5/2015,17:36:23,CUST300
290,1/5/2015,17:41:16,CUST009
291,1/5/2015,17:44:39,CUST001
292,1/5/2015,17:48:59,CUST287
293,1/5/2015,17:58:38,CUST136
294,1/5/2015,18:16:35,CUST147
295,1/5/2015,18:20:12,CUST286
296,1/5/2015,18:46:54,CUST281
297,1/5/2015,19:02:18,CUST031
298,1/5/2015,19:10:36,CUST076
299,1/5/2015,19:34:31,CUST247
300,1/5/2015,19:42:54,CUST247
301,1/5/2015,19:45:58,CUST060
302,1/5/2015,19:57:37,CUST001
303,1/5/2015,20:02:51,CUST260
304,1/5/2015,20:07:58,CUST298
305,1/5/2015,20:35:40,CUST011
306,1/5/2015,20:37:40,CUST258
307,1/5/2015,21:45:38,CUST096
308,1/5/2015,21:59:46,CUST154
309,1/6/2015,11:39:06,CUST077
310,1/6/2015,11:40:48,CUST237
311,1/6/2015,11:57:27,CUST084
312,1/6/2015,12:05:21,CUST232
313,1/6/2015,12:09:09,CUST159
314,1/6/2015,12:11:58,CUST022
315,1/6/2015,12:17:40,CUST005
316,1/6/2015,12:29:34,CUST150
317,1/6/2015,12:31:00,CUST073
318,1/6/2015,12:45:14,CUST137
319,1/6/2015,12:46:22,CUST289
320,1/6/2015,12:46:40,CUST029
321,1/6/2015,12:56:21,CUST293
322,1/6/2015,13:02:13,CUST225
323,1/6/2015,13:05:33,CUST226
324,1/6/2015,13:06:44,CUST180
325,1/6/2015,13:07:32,CUST291
326,1/6/2015,13:10:13,CUST164
327,1/6/2015,13:10:54,CUST031
328,1/6/2015,13:16:35,CUST026
329,1/6/2015,13:22:44,CUST264
330,1/6/2015,13:27:11,CUST065
331,1/6/2015,13:43:30,CUST246
332,1/6/2015,14:12:01,CUST177
333,1/6/2015,14:16:36,CUST016
334,1/6/2015,14:24:18,CUST135
335,1/6/2015,14:24:47,CUST194
336,1/6/2015,14:51:41,CUST268
337,1/6/2015,15:03:12,CUST266
338,1/6/2015,15:18:26,CUST003
339,1/6/2015,15:25:13,CUST190
340,1/6/2015,15:35:32,CUST138
341,1/6/2015,15:35:47,CUST071
342,1/6/2015,15:44:12,CUST053
343,1/6/2015,15:45:37,CUST236
344,1/6/2015,16:01:11,CUST271
345,1/6/2015,16:01:47,CUST012
346,1/6/2015,16:30:00,CUST274
347,1/6/2015,16:37:17,CUST136
348,1/6/2015,16:49:12,CUST081
349,1/6/2015,17:25:58,CUST086
350,1/6/2015,17:37:05,CUST153
351,1/6/2015,17:37:29,CUST143
352,1/6/2015,17:45:48,CUST047
353,1/6/2015,17:59:48,CUST227
354,1/6/2015,18:01:44,CUST015
355,1/6/2015,18:14:45,CUST011
356,1/6/2015,18:16:05,CUST147
357,1/6/2015,18:27:58,CUST198
358,1/6/2015,18:30:12,CUST018
359,1/6/2015,18:33:08,CUST010
360,1/6/2015,18:50:38,CUST293
361,1/6/2015,19:12:38,CUST153
362,1/6/2015,19:13:36,CUST112
363,1/6/2015,19:20:31,CUST059
364,1/6/2015,19:27:24,CUST123
365,1/6/2015,19:37:26,CUST236
366,1/6/2015,20:04:20,CUST087
367,1/6/2015,20:05:12,CUST129
368,1/6/2015,20:28:16,CUST274
369,1/6/2015,20:30:06,CUST005
370,1/6/2015,21:02:30,CUST108
371,1/6/2015,21:15:20,CUST082
372,1/6/2015,22:26:59,CUST158
373,1/7/2015,11:45:18,CUST076
374,1/7/2015,11:55:59,CUST093
375,1/7/2015,11:58:36,CUST111
376,1/7/2015,12:01:17,CUST045
377,1/7/2015,12:03:18,CUST116
378,1/7/2015,12:19:37,CUST195
379,1/7/2015,12:25:37,CUST223
380,1/7/2015,12:32:10,CUST093
381,1/7/2015,12:33:06,CUST119
382,1/7/2015,12:33:07,CUST259
383,1/7/2015,12:43:59,CUST237
384,1/7/2015,12:51:46,CUST227
385,1/7/2015,12:54:19,CUST211
386,1/7/2015,12:58:16,CUST047
387,1/7/2015,13:03:14,CUST077
388,1/7/2015,13:04:56,CUST098
389,1/7/2015,13:10:17,CUST227
390,1/7/2015,13:15:32,CUST290
391,1/7/2015,13:25:31,CUST152
392,1/7/2015,13:36:47,CUST227
393,1/7/2015,13:48:31,CUST216
394,1/7/2015,14:02:18,CUST148
395,1/7/2015,14:11:08,CUST002
396,1/7/2015,14:12:21,CUST143
397,1/7/2015,14:31:10,CUST107
398,1/7/2015,14:56:26,CUST206
399,1/7/2015,15:47:49,CUST155
400,1/7/2015,16:03:07,CUST001
401,1/7/2015,16:08:35,CUST137
402,1/7/2015,16:24:46,CUST300
403,1/7/2015,16:26:10,CUST228
404,1/7/2015,16:39:27,CUST298
405,1/7/2015,16:44:16,CUST264
406,1/7/2015,16:50:49,CUST134
407,1/7/2015,16:56:42,CUST216
408,1/7/2015,17:09:09,CUST178
409,1/7/2015,17:15:04,CUST112
410,1/7/2015,17:33:49,CUST100
411,1/7/2015,17:58:09,CUST214
412,1/7/2015,18:07:46,CUST088
413,1/7/2015,18:11:32,CUST005
414,1/7/2015,18:13:22,CUST099
415,1/7/2015,18:16:23,CUST300
416,1/7/2015,18:17:42,CUST284
417,1/7/2015,18:24:40,CUST199
418,1/7/2015,18:40:11,CUST164
419,1/7/2015,19:02:31,CUST203
420,1/7/2015,19:04:40,CUST084
421,1/7/2015,19:21:58,CUST015
422,1/7/2015,19:30:25,CUST039
423,1/7/2015,19:45:07,CUST113
424,1/7/2015,20:01:28,CUST170
425,1/7/2015,20:21:19,CUST053
426,1/7/2015,20:25:45,CUST151
427,1/7/2015,21:49:00,CUST139
428,1/7/2015,22:05:00,CUST017
429,1/7/2015,22:16:53,CUST254
430,1/7/2015,22:46:13,CUST071
431,1/8/2015,11:17:13,CUST120
432,1/8/2015,11:39:07,CUST210
433,1/8/2015,11:49:50,CUST059
434,1/8/2015,11:54:14,CUST199
435,1/8/2015,12:06:09,CUST007
436,1/8/2015,12:07:21,CUST150
437,1/8/2015,12:07:54,CUST289
438,1/8/2015,12:08:38,CUST046
439,1/8/2015,12:13:08,CUST247
440,1/8/2015,12:16:34,CUST100
441,1/8/2015,12:16:58,CUST005
442,1/8/2015,12:28:49,CUST239
443,1/8/2015,12:34:20,CUST291
444,1/8/2015,12:40:05,CUST190
445,1/8/2015,12:57:39,CUST284
446,1/8/2015,12:58:01,CUST051
447,1/8/2015,13:02:00,CUST033
448,1/8/2015,13:03:34,CUST174
449,1/8/2015,13:04:15,CUST020
450,1/8/2015,13:07:53,CUST179
451,1/8/2015,13:19:06,CUST169
452,1/8/2015,13:24:11,CUST149
453,1/8/2015,13:27:14,CUST286
454,1/8/2015,13:31:40,CUST012
455,1/8/2015,13:39:14,CUST094
456,1/8/2015,13:47:53,CUST291
457,1/8/2015,13:59:04,CUST030
458,1/8/2015,14:00:05,CUST271
459,1/8/2015,14:14:02,CUST001
460,1/8/2015,14:19:58,CUST285
461,1/8/2015,14:21:19,CUST087
462,1/8/2015,14:38:41,CUST126
463,1/8/2015,14:40:28,CUST094
464,1/8/2015,14:49:01,CUST294
465,1/8/2015,14:55:23,CUST135
466,1/8/2015,15:30:10,CUST016
467,1/8/2015,15:33:13,CUST203
468,1/8/2015,15:36:12,CUST208
469,1/8/2015,15:37:18,CUST131
470,1/8/2015,15:49:13,CUST277
471,1/8/2015,16:20:26,CUST189
472,1/8/2015,16:29:50,CUST242
473,1/8/2015,16:41:27,CUST179
474,1/8/2015,16:47:48,CUST053
475,1/8/2015,17:15:17,CUST097
476,1/8/2015,17:27:56,CUST104
477,1/8/2015,17:30:04,CUST025
478,1/8/2015,17:35:56,CUST030
479,1/8/2015,17:37:03,CUST256
480,1/8/2015,17:41:31,CUST283
481,1/8/2015,17:41:37,CUST148
482,1/8/2015,17:52:42,CUST149
483,1/8/2015,17:54:05,CUST048
484,1/8/2015,18:02:54,CUST147
485,1/8/2015,18:07:31,CUST123
486,1/8/2015,18:15:08,CUST202
487,1/8/2015,18:30:16,CUST180
488,1/8/2015,18:46:02,CUST057
489,1/8/2015,18:48:43,CUST022
490,1/8/2015,18:49:24,CUST060
491,1/8/2015,19:01:12,CUST168
492,1/8/2015,19:06:21,CUST077
493,1/8/2015,19:31:47,CUST210
494,1/8/2015,19:38:40,CUST231
495,1/8/2015,19:42:52,CUST022
496,1/8/2015,19:46:18,CUST277
497,1/8/2015,19:49:26,CUST144
498,1/8/2015,20:02:25,CUST036
499,1/8/2015,21:10:46,CUST244
500,1/8/2015,21:46:49,CUST244
501,1/8/2015,21:51:31,CUST030
502,1/8/2015,22:26:08,CUST274
503,1/9/2015,11:16:21,CUST007
504,1/9/2015,11:48:18,CUST218
505,1/9/2015,11:55:10,CUST070
506,1/9/2015,12:02:09,CUST174
507,1/9/2015,12:06:03,CUST151
508,1/9/2015,12:13:32,CUST111
509,1/9/2015,12:13:58,CUST119
510,1/9/2015,12:15:03,CUST139
511,1/9/2015,12:18:21,CUST213
512,1/9/2015,12:19:24,CUST224
513,1/9/2015,12:22:48,CUST205
514,1/9/2015,12:26:47,CUST170
515,1/9/2015,13:07:37,CUST196
516,1/9/2015,13:09:09,CUST081
517,1/9/2015,13:09:11,CUST189
518,1/9/2015,13:11:25,CUST250
519,1/9/2015,13:15:20,CUST265
520,1/9/2015,13:22:33,CUST296
521,1/9/2015,13:43:07,CUST029
522,1/9/2015,14:09:33,CUST037
523,1/9/2015,14:42:14,CUST065
524,1/9/2015,14:51:35,CUST038
525,1/9/2015,15:08:46,CUST132
526,1/9/2015,15:10:13,CUST252
527,1/9/2015,15:23:37,CUST005
528,1/9/2015,15:27:21,CUST284
529,1/9/2015,15:31:01,CUST022
530,1/9/2015,15:43:01,CUST269
531,1/9/2015,15:58:10,CUST196
532,1/9/2015,16:14:28,CUST095
533,1/9/2015,16:28:43,CUST229
534,1/9/2015,16:43:32,CUST013
535,1/9/2015,17:08:47,CUST122
536,1/9/2015,17:18:50,CUST271
537,1/9/2015,17:23:52,CUST243
538,1/9/2015,17:44:04,CUST287
539,1/9/2015,17:51:34,CUST027
540,1/9/2015,17:52:41,CUST265
541,1/9/2015,18:07:47,CUST075
542,1/9/2015,18:08:06,CUST117
543,1/9/2015,18:23:59,CUST042
544,1/9/2015,18:31:04,CUST062
545,1/9/2015,18:46:28,CUST124
546,1/9/2015,18:47:27,CUST164
547,1/9/2015,18:49:23,CUST230
548,1/9/2015,19:06:09,CUST245
549,1/9/2015,19:06:34,CUST085
550,1/9/2015,19:12:59,CUST234
551,1/9/2015,19:26:24,CUST111
552,1/9/2015,19:31:25,CUST238
553,1/9/2015,20:14:47,CUST032
554,1/9/2015,20:15:51,CUST184
555,1/9/2015,20:18:25,CUST192
556,1/9/2015,20:23:12,CUST084
557,1/9/2015,20:30:06,CUST095
558,1/9/2015,20:51:10,CUST110
559,1/9/2015,21:10:16,CUST296
560,1/9/2015,21:13:48,CUST153
561,1/9/2015,21:47:56,CUST061
562,1/9/2015,22:04:05,CUST081
563,1/9/2015,22:19:03,CUST272
564,1/9/2015,22:32:32,CUST143
565,1/10/2015,12:11:19,CUST181
566,1/10/2015,12:21:19,CUST252
567,1/10/2015,12:27:47,CUST205
568,1/10/2015,12:28:53,CUST028
569,1/10/2015,12:37:10,CUST186
570,1/10/2015,13:13:59,CUST271
571,1/10/2015,13:14:47,CUST183
572,1/10/2015,13:15:32,CUST161
573,1/10/2015,13:39:33,CUST079
574,1/10/2015,13:40:54,CUST156
575,1/10/2015,13:41:04,CUST064
576,1/10/2015,13:44:22,CUST004
577,1/10/2015,13:45:00,CUST011
578,1/10/2015,13:48:49,CUST229
579,1/10/2015,13:51:19,CUST198
580,1/10/2015,13:56:01,CUST122
581,1/10/2015,14:13:01,CUST166
582,1/10/2015,14:24:14,CUST264
583,1/10/2015,14:33:19,CUST219
584,1/10/2015,15:05:29,CUST017
585,1/10/2015,15:58:42,CUST078
586,1/10/2015,16:09:57,CUST065
587,1/10/2015,16:32:36,CUST082
588,1/10/2015,16:33:36,CUST211
589,1/10/2015,17:12:39,CUST145
590,1/10/2015,17:23:39,CUST254
591,1/10/2015,17:32:54,CUST191
592,1/10/2015,17:41:55,CUST264
593,1/10/2015,17:48:57,CUST136
594,1/10/2015,17:50:19,CUST055
595,1/10/2015,18:12:28,CUST088
596,1/10/2015,18:24:07,CUST286
597,1/10/2015,18:32:36,CUST290
598,1/10/2015,18:34:14,CUST160
599,1/10/2015,18:34:27,CUST026
600,1/10/2015,18:53:52,CUST002
601,1/10/2015,18:58:19,CUST257
602,1/10/2015,19:02:27,CUST207
603,1/10/2015,19:03:11,CUST214
604,1/10/2015,19:13:29,CUST248
605,1/10/2015,19:23:51,CUST056
606,1/10/2015,19:27:18,CUST165
607,1/10/2015,19:36:16,CUST004
608,1/10/2015,19:36:33,CUST232
609,1/10/2015,19:39:32,CUST026
610,1/10/2015,19:51:02,CUST015
611,1/10/2015,19:58:10,CUST275
612,1/10/2015,19:58:15,CUST055
613,1/10/2015,20:10:44,CUST048
614,1/10/2015,20:12:33,CUST143
615,1/10/2015,20:14:03,CUST093
616,1/10/2015,20:20:10,CUST011
617,1/10/2015,20:27:26,CUST167
618,1/10/2015,20:31:14,CUST102
619,1/10/2015,20:41:58,CUST044
620,1/10/2015,20:45:45,CUST195
621,1/10/2015,20:49:29,CUST222
622,1/10/2015,20:57:41,CUST202
623,1/10/2015,21:21:21,CUST203
624,1/10/2015,21:22:44,CUST109
625,1/10/2015,21:50:23,CUST268
626,1/10/2015,21:55:12,CUST230
627,1/10/2015,22:18:35,CUST218
628,1/10/2015,22:47:17,CUST265
629,1/10/2015,22:48:39,CUST119
630,1/11/2015,11:42:08,CUST126
631,1/11/2015,11:44:36,CUST038
632,1/11/2015,11:44:52,CUST263
633,1/11/2015,11:51:45,CUST055
634,1/11/2015,12:14:15,CUST136
635,1/11/2015,12:18:31,CUST118
636,1/11/2015,12:34:44,CUST026
637,1/11/2015,12:44:10,CUST213
638,1/11/2015,12:49:26,CUST135
639,1/11/2015,13:23:21,CUST178
640,1/11/2015,13:28:08,CUST056
641,1/11/2015,13:37:46,CUST206
642,1/11/2015,13:40:00,CUST175
643,1/11/2015,13:43:19,CUST188
644,1/11/2015,13:52:52,CUST297
645,1/11/2015,14:03:45,CUST197
646,1/11/2015,14:07:26,CUST284
647,1/11/2015,14:07:35,CUST067
648,1/11/2015,14:17:17,CUST192
649,1/11/2015,14:29:23,CUST274
650,1/11/2015,14:34:05,CUST039
651,1/11/2015,14:49:35,CUST209
652,1/11/2015,16:03:38,CUST195
653,1/11/2015,16:18:23,CUST081
654,1/11/2015,16:34:07,CUST031
655,1/11/2015,16:43:33,CUST017
656,1/11/2015,16:44:49,CUST063
657,1/11/2015,16:45:47,CUST206
658,1/11/2015,16:55:24,CUST285
659,1/11/2015,16:56:39,CUST162
660,1/11/2015,17:09:36,CUST086
661,1/11/2015,17:18:14,CUST208
662,1/11/2015,17:21:49,CUST120
663,1/11/2015,17:29:14,CUST239
664,1/11/2015,17:35:14,CUST279
665,1/11/2015,17:42:23,CUST251
666,1/11/2015,17:42:25,CUST016
667,1/11/2015,18:13:08,CUST019
668,1/11/2015,18:13:12,CUST294
669,1/11/2015,18:40:44,CUST151
670,1/11/2015,18:46:25,CUST258
671,1/11/2015,19:18:42,CUST285
672,1/11/2015,19:18:46,CUST085
673,1/11/2015,19:28:13,CUST226
674,1/11/2015,19:33:05,CUST028
675,1/11/2015,19:33:19,CUST019
676,1/11/2015,19:44:57,CUST109
677,1/11/2015,19:51:09,CUST130
678,1/11/2015,19:52:49,CUST185
679,1/11/2015,20:31:02,CUST201
680,1/11/2015,21:07:30,CUST299
681,1/11/2015,21:29:50,CUST189
682,1/12/2015,11:38:15,CUST073
683,1/12/2015,11:39:08,CUST221
684,1/12/2015,12:01:23,CUST119
685,1/12/2015,12:11:46,CUST170
686,1/12/2015,12:13:07,CUST220
687,1/12/2015,12:21:09,CUST012
688,1/12/2015,12:26:41,CUST205
689,1/12/2015,12:33:22,CUST211
690,1/12/2015,12:42:10,CUST107
691,1/12/2015,12:45:53,CUST274
692,1/12/2015,12:53:37,CUST111
693,1/12/2015,13:04:24,CUST082
694,1/12/2015,13:30:47,CUST095
695,1/12/2015,13:33:06,CUST139
696,1/12/2015,13:49:40,CUST227
697,1/12/2015,13:58:56,CUST148
698,1/12/2015,14:08:16,CUST147
